,bedroom_abvgr,year_remod/add,overall_cond,house_style,garage_cars,lot_area,neighborhood,bldg_type,total_sf,total_bath,saleprice
1278,3,2003,5,2Story,2.0,8749,CollgCr,1Fam,2911.0,2.5,213000
1279,3,1995,5,1Story,2.0,11375,Sawyer,1Fam,2266.0,1.0,150000
1280,2,2007,5,1Story,3.0,3922,Blmngtn,TwnhsE,2660.0,1.0,194201
1281,1,2006,5,1Story,2.0,3182,Blmngtn,TwnhsE,2850.0,2.0,181000
1282,4,1958,6,1Story,1.0,9750,NAmes,1Fam,2884.0,1.5,157900
1283,3,2000,5,2Story,2.0,13426,CollgCr,1Fam,2730.0,2.5,217000
1284,3,2006,5,2Story,3.0,10574,Somerst,1Fam,3035.0,2.5,252000
1285,4,2002,5,2Story,2.0,8726,CollgCr,1Fam,2781.0,2.5,197000
1286,3,2005,5,2Story,2.0,7984,Gilbert,1Fam,2498.0,2.5,189500
1287,3,1950,7,1.5Fin,1.0,8248,Edwards,1Fam,1936.0,1.5,116000
1288,3,1963,5,1Story,2.0,9790,NWAmes,1Fam,2656.0,1.5,143000
1289,3,1950,7,1Story,1.0,7200,NAmes,1Fam,1864.0,1.0,119000
1290,4,1954,5,1.5Fin,1.0,7200,NAmes,1Fam,2132.0,1.0,127500
1291,3,2005,5,2Story,2.0,8125,Somerst,1Fam,2574.0,2.5,200825
1292,1,1955,3,1Story,1.0,8088,Edwards,1Fam,996.0,1.0,35000
1293,4,1978,7,2Story,4.0,12511,NWAmes,1Fam,4260.0,2.5,292500
1294,2,1970,6,2Story,1.0,1869,BrDale,Twnhs,1470.0,1.5,106000
1295,2,1950,4,1Story,2.0,9259,Sawyer,1Fam,1416.0,1.0,85000
1296,3,2003,5,1Story,3.0,16770,NridgHt,1Fam,3424.0,2.0,286500
1297,2,1977,5,1Story,2.0,4043,NPkVill,TwnhsE,2138.0,2.0,127500
1298,3,2007,5,1Story,2.0,9000,Somerst,1Fam,2670.0,2.0,210400
1299,1,2004,5,1Story,2.0,12677,NridgHt,TwnhsE,3036.0,1.5,274000
1300,3,2007,5,2Story,2.0,12852,Timber,1Fam,2700.0,2.5,264966
1301,3,1950,1,1.5Fin,1.0,10320,IDOTRR,1Fam,2141.0,2.0,50000
1302,4,1950,6,1.5Fin,1.0,10800,OldTown,1Fam,2338.0,2.0,139000
1303,3,1990,5,2Story,2.0,19522,Veenker,1Fam,3726.0,2.5,300000
1304,4,1995,7,SLvl,2.0,13860,NAmes,1Fam,4656.0,2.5,345000
1305,3,1995,5,1Story,2.0,11927,CollgCr,1Fam,3148.0,2.0,228000
1306,3,2003,5,SLvl,2.0,11950,Gilbert,1Fam,1778.0,2.5,165500
1307,3,1950,4,2Story,1.0,9906,OldTown,1Fam,2014.0,1.0,107000
1308,0,2002,5,1Story,2.0,4923,StoneBr,TwnhsE,3186.0,1.5,286000
1309,2,1950,5,1Story,0.0,7879,IDOTRR,1Fam,1440.0,1.0,34900
1310,2,1964,5,1Story,1.0,7800,NAmes,1Fam,1824.0,1.0,115000
1311,2,2003,5,1Story,2.0,3196,Blmngtn,TwnhsE,2729.0,2.0,215000
1312,3,1994,8,2Story,1.0,9928,OldTown,1Fam,2616.0,2.0,179900
1313,1,1985,5,1Story,2.0,6820,StoneBr,TwnhsE,2990.0,1.5,212000
1314,4,2005,5,2Story,2.0,13128,Gilbert,1Fam,3138.0,2.5,250000
1315,3,1950,6,1.5Fin,1.0,6240,BrkSide,1Fam,2618.0,1.0,149000
1316,3,1996,5,2Story,2.0,8000,Gilbert,1Fam,2431.0,2.5,188000
1317,2,2001,8,1Story,1.0,10410,OldTown,1Fam,1426.0,1.0,99800
1318,3,1998,8,2Story,2.0,10800,OldTown,1Fam,3272.0,1.5,159500
1319,3,2004,5,SLvl,2.0,13300,Gilbert,1Fam,1758.0,2.5,184500
1320,3,2007,5,2Story,3.0,9588,CollgCr,1Fam,4056.0,2.5,276000
1321,3,1976,6,2Story,2.0,2308,NPkVill,TwnhsE,2352.0,2.5,155000
1322,3,2000,5,1Story,2.0,13383,Mitchel,1Fam,2592.0,2.0,160000
1323,4,1964,6,2Story,2.0,9350,NAmes,1Fam,2160.0,1.5,157500
1324,3,1995,5,1Story,2.0,9892,Mitchel,1Fam,3482.0,2.5,285000
1325,4,2003,7,1.5Fin,0.0,8777,Edwards,Duplex,3472.0,3.0,145900
1326,3,1996,5,SLvl,2.0,10541,SawyerW,1Fam,2709.0,2.5,229000
1327,2,1950,7,1Story,1.0,5940,BrkSide,1Fam,,1.0,79000
1328,1,1993,7,1.5Fin,2.0,10284,OldTown,1Fam,2432.0,2.0,128500
1329,3,1998,5,2Story,3.0,9660,NoRidge,1Fam,3020.0,2.5,286000
1330,3,1997,5,2Story,2.0,10179,Gilbert,1Fam,2553.0,2.5,189500
1331,2,1953,5,1Story,1.0,9533,NAmes,1Fam,1210.0,1.5,102900
1332,3,1997,6,1.5Fin,1.0,5830,BrkSide,1Fam,2600.0,1.5,128500
1333,3,2004,6,1.5Fin,1.0,12099,NAmes,1Fam,2432.0,1.0,156000
1334,4,2006,5,2Story,3.0,12665,Timber,1Fam,3576.0,2.5,281213
1335,4,2007,7,1Story,2.0,27650,NAmes,1Fam,2654.0,2.0,242000
1336,3,1960,5,1Story,2.0,17600,NAmes,1Fam,2956.0,2.0,157500
1337,3,2004,5,2Story,2.0,7162,Edwards,1Fam,2520.0,2.5,196500
1338,3,1998,5,1Story,2.0,8685,CollgCr,1Fam,2850.0,2.0,193000
1339,4,1952,8,1.5Fin,1.0,6240,BrkSide,1Fam,1994.0,1.0,132000
1340,4,1970,7,2Story,2.0,6451,OldTown,1Fam,2140.0,1.0,139900
1341,3,1959,6,1Story,1.0,8760,NAmes,1Fam,2388.0,1.0,148000
1342,3,2007,5,2Story,3.0,12568,NridgHt,1Fam,2713.0,2.5,281500
1343,5,2004,5,2Story,3.0,13069,NridgHt,1Fam,4662.0,2.5,342000
1344,3,1975,6,SLvl,2.0,11080,Mitchel,1Fam,2338.0,2.0,148000
1345,4,1972,4,1.5Fin,2.0,10759,Sawyer,1Fam,2642.0,2.0,140000
1346,3,1991,7,1Story,2.0,8973,NAmes,1Fam,2061.0,1.5,150000
1347,4,1997,5,2Story,2.0,10990,NoRidge,1Fam,3189.0,2.5,279500
1348,2,2005,5,SFoyer,2.0,3675,Edwards,TwnhsE,1619.0,1.0,140000
1349,4,1978,5,1Story,2.0,8385,Mitchel,Duplex,3328.0,2.0,145000
1350,2,1999,5,1Story,2.0,5858,NAmes,TwnhsE,2742.0,2.0,184000
1351,1,1978,6,1Story,2.0,3880,Greens,Twnhs,2452.0,1.0,206000
1352,3,1972,4,2Story,1.0,1504,MeadowV,Twnhs,1638.0,1.5,85500
1353,3,1995,7,2Story,1.0,11988,Crawfor,1Fam,2375.0,1.5,188700
1354,3,1986,6,1Story,2.0,10928,NWAmes,1Fam,3098.0,2.0,200000
1355,1,1991,6,SLvl,2.0,10778,SawyerW,1Fam,2115.0,1.5,162000
1356,2,1997,8,1Story,1.0,10200,Sawyer,1Fam,1344.0,1.0,108000
1357,3,1975,7,1Story,2.0,9373,NWAmes,1Fam,3242.0,2.0,213000
1358,3,2007,5,1Story,3.0,12085,NridgHt,1Fam,3468.0,2.0,318000
1359,2,1965,5,2.5Unf,2.0,8100,OldTown,1Fam,2987.0,2.0,106000
1360,4,1950,7,2Story,3.0,19950,Edwards,1Fam,2681.0,2.0,235000
1361,3,1959,5,1Story,0.0,9320,NAmes,1Fam,2175.0,1.5,128950
1362,3,1961,5,1Story,2.0,10197,NAmes,1Fam,2724.0,1.5,163000
1363,3,1950,6,1.5Fin,1.0,8160,Edwards,1Fam,1890.0,1.5,126000
1364,3,2003,5,1.5Fin,2.0,11426,OldTown,1Fam,3444.0,2.5,200000
1365,3,1958,5,1.5Fin,1.0,11344,NAmes,1Fam,2398.0,1.5,144000
1366,6,1961,4,1Story,0.0,8000,NAmes,Duplex,3600.0,2.0,141000
1367,4,1999,5,2Story,3.0,11002,NoRidge,1Fam,3971.0,2.5,322500
1368,3,1998,5,1Story,2.0,12137,CollgCr,1Fam,3310.0,2.0,224900
1369,3,2004,6,2Story,2.0,21384,BrkSide,1Fam,2900.0,1.5,223500
1370,3,1956,3,1Story,1.0,8926,Edwards,1Fam,1632.0,1.0,112000
1371,3,1998,5,2Story,2.0,8702,Gilbert,1Fam,2530.0,2.5,187500
1372,1,1950,1,1Story,0.0,10020,Edwards,1Fam,1587.0,0.5,61000
1373,3,2000,8,1.5Fin,2.0,12354,Edwards,1Fam,1880.0,1.0,110000
1374,2,2003,6,1Story,0.0,4130,BrkSide,1Fam,999.0,1.0,52000
1375,2,2006,5,1Story,2.0,6289,NridgHt,TwnhsE,2724.0,2.0,207000
1376,4,1950,6,2Story,0.0,8525,SWISU,1Fam,2904.0,1.5,130000
1377,2,1967,5,1Story,2.0,10791,Sawyer,Duplex,1296.0,2.0,90000
1378,3,1992,5,2Story,2.0,10429,Mitchel,1Fam,1911.0,1.5,130000
1379,3,1991,8,1.5Fin,2.0,7438,BrkSide,1Fam,1756.0,1.0,127000
1380,3,2006,5,1Story,3.0,11670,Somerst,1Fam,3810.0,2.0,320000
1381,2,1950,6,1Story,2.0,10800,OldTown,1Fam,2250.0,1.0,120000
1382,3,2004,5,2Story,2.0,11920,SawyerW,1Fam,2490.0,2.5,181000
1383,3,1954,5,1Story,2.0,9450,Edwards,1Fam,1788.0,1.0,110000
1384,4,1950,6,2Story,0.0,7627,OldTown,2fmCon,2301.0,2.0,94550
1385,2,1958,7,1Story,0.0,5900,BrkSide,1Fam,1309.0,1.0,85500
1386,1,1977,5,SFoyer,2.0,9129,Mitchel,1Fam,1931.0,1.0,153500
1387,4,1955,5,1Story,2.0,13680,Edwards,1Fam,1733.0,2.0,139600
1388,3,1967,5,1Story,2.0,9600,NAmes,1Fam,3136.0,1.5,143000
1389,4,1996,5,1.5Fin,3.0,14720,NoRidge,1Fam,5271.0,2.5,410000
1390,3,1998,5,2Story,2.0,8750,CollgCr,1Fam,2700.0,2.5,200000
1391,2,1967,6,1Story,1.0,7130,NAmes,1Fam,1728.0,1.0,130000
1392,3,1950,7,2Story,1.0,9350,Edwards,1Fam,2386.0,1.5,154400
1393,4,1996,9,2Story,2.0,8963,NWAmes,1Fam,3857.0,3.5,299800
1394,4,1950,3,1.5Fin,1.0,9780,Edwards,1Fam,1697.0,2.0,63000
1395,3,1957,7,1Story,2.0,5805,OldTown,1Fam,2694.0,1.0,143000
1396,3,1961,7,1Story,2.0,8243,NAmes,1Fam,1928.0,1.0,137500
1397,4,1995,7,2Story,2.0,12227,NWAmes,1Fam,4202.0,2.5,272000
1398,3,1992,6,1Story,2.0,9248,Gilbert,1Fam,2325.0,2.0,173000
1399,3,1979,6,1Story,2.0,20270,ClearCr,1Fam,3048.0,2.0,245000
1400,2,1980,5,SFoyer,2.0,7200,OldTown,Duplex,1872.0,1.0,140000
1401,4,2007,5,2Story,3.0,9965,CollgCr,1Fam,3960.0,2.5,383970
1402,3,1968,4,1Story,2.0,16012,Edwards,1Fam,2436.0,2.0,125000
1403,2,2007,7,SFoyer,2.0,8445,CollgCr,1Fam,1536.0,1.0,133000
1404,3,2009,5,1Story,3.0,9612,Somerst,1Fam,2936.0,2.0,244600
1405,3,1968,6,1Story,2.0,10180,NAmes,1Fam,1956.0,1.5,139000
1406,3,1953,5,1Story,1.0,7584,NAmes,1Fam,2072.0,1.0,112900
1407,2,2003,5,2Story,1.0,4800,OldTown,1Fam,2040.0,1.0,111000
1408,3,1957,5,1Story,2.0,11900,NAmes,1Fam,2784.0,1.5,166000
1409,3,1998,5,2Story,2.0,7399,Somerst,1Fam,2925.0,2.5,239000
1410,2,1998,5,SFoyer,4.0,8940,Mitchel,Duplex,2688.0,2.0,209200
1411,3,1971,6,1Story,2.0,12243,NWAmes,1Fam,2968.0,2.0,175000
1412,3,2004,5,1Story,2.0,12878,NridgHt,1Fam,3520.0,2.0,269500
1413,4,2000,5,2Story,2.0,12460,Gilbert,1Fam,3359.0,2.5,225000
1414,2,1985,5,1Story,2.0,6563,StoneBr,1Fam,3484.0,2.0,275000
1415,3,1950,5,1.5Fin,1.0,9492,NAmes,1Fam,2144.0,1.0,105000
1416,3,1966,5,SLvl,2.0,13400,NAmes,1Fam,2110.0,1.0,159950
1417,3,1987,7,1.5Fin,1.0,10410,OldTown,1Fam,2172.0,2.5,135000
1418,2,2007,5,1Story,3.0,14333,NridgHt,1Fam,4230.0,2.5,345474
1419,4,1950,5,1.5Fin,0.0,6000,SWISU,1Fam,2016.0,2.0,102000
1420,3,1971,5,1Story,2.0,20693,Crawfor,1Fam,3392.0,2.0,198000
1421,3,2008,5,2Story,3.0,10800,Somerst,1Fam,3112.0,2.5,339750
1422,3,1989,8,1.5Fin,2.0,10800,OldTown,1Fam,2262.0,2.0,170000
1423,2,1951,7,1Story,2.0,7200,NAmes,1Fam,1752.0,1.0,94000
1424,3,2006,5,2Story,2.0,8581,CollgCr,1Fam,2588.0,2.5,203160
1425,3,2007,5,1Story,3.0,10625,Somerst,1Fam,3314.0,2.0,291000
1426,4,2002,5,2Story,2.0,8068,Gilbert,1Fam,3277.0,2.5,200000
1427,4,1967,5,1Story,2.0,8917,NAmes,Duplex,3168.0,2.0,119000
1428,1,1950,3,1Story,0.0,5000,BrkSide,1Fam,334.0,1.0,39300
1429,2,1950,4,1Story,0.0,3636,IDOTRR,1Fam,1592.0,1.0,55000
1430,3,2002,5,2Story,2.0,7500,Somerst,1Fam,2764.0,2.5,205000
1431,3,1972,5,2Story,1.0,1680,BrDale,Twnhs,1617.0,1.5,108000
1432,4,1967,4,1Story,2.0,25000,Mitchel,Duplex,3264.0,2.0,143000
1433,5,1970,3,2.5Fin,2.0,15863,SWISU,1Fam,3509.0,2.5,197000
1434,3,2007,6,2Story,2.0,8125,Somerst,1Fam,2478.0,2.5,205950
1435,3,1968,6,2Story,2.0,11700,NWAmes,1Fam,2445.0,2.0,175000
1436,3,2004,5,2Story,2.0,8010,Somerst,1Fam,3102.0,2.5,301000
1437,2,2008,5,1Story,2.0,5001,NridgHt,Twnhs,2628.0,2.0,230000
1438,2,2003,5,1Story,2.0,3136,NridgHt,TwnhsE,2810.0,2.0,171750
1439,2,2006,6,1Story,0.0,5400,OldTown,1Fam,1958.0,1.0,120000
1440,3,1984,7,1.5Fin,1.0,6120,BrkSide,1Fam,2065.0,1.0,110000
1441,3,1987,7,1Story,1.0,11479,Edwards,1Fam,1737.0,1.0,144500
1442,3,1990,6,1Story,2.0,9457,NAmes,1Fam,2347.0,1.0,155000
1443,4,1950,5,1Story,1.0,11340,OldTown,1Fam,2400.0,1.0,125000
1444,4,2008,9,2Story,2.0,7200,OldTown,1Fam,2250.0,2.0,156500
1445,3,1995,7,SLvl,2.0,8471,Sawyer,1Fam,1718.0,1.0,151000
1446,3,1957,6,1Story,1.0,10454,NAmes,1Fam,2210.0,1.0,135000
1447,3,1972,4,2Story,1.0,1484,MeadowV,TwnhsE,1638.0,1.5,79400
1448,2,2005,5,1Story,2.0,6904,NridgHt,TwnhsE,2716.0,2.0,213000
1449,4,2002,5,2Story,2.0,14191,Timber,1Fam,2875.0,2.5,202900
1450,3,1998,5,2Story,2.0,9531,CollgCr,1Fam,2590.0,2.5,211000
1451,6,1961,5,1Story,0.0,8513,NAmes,Duplex,3600.0,2.0,130000
1452,3,1990,6,1.5Fin,1.0,6171,SWISU,1Fam,2584.0,2.5,137450
1453,3,1993,4,1Story,2.0,9991,Sawyer,1Fam,2901.0,2.0,150000
1454,3,1950,6,1.5Fin,1.0,9084,Edwards,1Fam,1727.0,1.0,95000
1455,3,1999,5,2Story,2.0,2280,Somerst,Twnhs,2245.0,2.5,179400
1456,3,2007,5,2Story,2.0,10411,Somerst,1Fam,2313.0,3.0,212109
1457,2,1961,3,1Story,2.0,8500,NAmes,1Fam,2470.0,1.0,98600
1458,3,2005,7,1Story,2.0,17541,Edwards,1Fam,1734.0,2.0,216000
1459,3,2000,5,2Story,3.0,9545,NoRidge,1Fam,3394.0,2.5,300000
1460,3,1997,5,2Story,2.0,14000,ClearCr,1Fam,3566.0,2.5,328000
1461,3,2005,7,SLvl,1.0,10500,NAmes,1Fam,1481.0,1.0,139000
1462,1,1963,6,1Story,2.0,13050,ClearCr,1Fam,2000.0,1.0,164000
1463,2,1980,6,2Story,2.0,1782,Blueste,Twnhs,1561.0,1.0,123900
1464,2,2008,7,1Story,0.0,7207,BrkSide,1Fam,1716.0,1.0,116500
1465,2,1998,5,1Story,2.0,10943,NAmes,TwnhsE,2742.0,2.0,177000
1466,3,1958,6,1.5Fin,2.0,4330,IDOTRR,2fmCon,2123.0,2.0,99500
1467,3,2006,5,1Story,2.0,11660,Gilbert,1Fam,2652.0,2.0,174190
1468,2,2005,5,2Story,2.0,3180,Somerst,TwnhsE,1720.0,2.5,151000
1469,1,2003,5,1Story,2.0,4435,CollgCr,TwnhsE,1696.0,1.0,143750
1470,2,1972,8,SFoyer,1.0,7689,Mitchel,1Fam,1592.0,1.0,131900
1471,3,1977,7,2Story,2.0,8286,Mitchel,1Fam,2148.0,1.5,157000
1472,3,1997,7,2Story,1.0,10690,IDOTRR,1Fam,2016.0,1.0,147000
1473,3,2005,5,2Story,2.0,7795,Gilbert,1Fam,2148.0,2.5,188500
1474,2,2005,5,1Story,2.0,7052,NridgHt,TwnhsE,2728.0,2.0,185850
1475,3,1965,5,1Story,1.0,9308,Sawyer,1Fam,1968.0,1.0,126000
1476,3,1959,7,1Story,1.0,8125,NAmes,1Fam,1728.0,1.0,118000
1477,2,2006,5,1Story,2.0,8035,StoneBr,TwnhsE,3224.0,2.0,319900
1478,3,1984,6,SLvl,2.0,7937,Mitchel,1Fam,2006.0,1.0,142500
1479,3,1950,6,1Story,1.0,9600,NAmes,1Fam,2400.0,1.0,129900
1480,2,2006,5,1Story,2.0,6955,NridgHt,TwnhsE,2736.0,2.0,202500
1481,3,1950,5,1Story,2.0,21370,Sawyer,1Fam,1640.0,1.0,131000
1482,2,1998,5,SFoyer,3.0,10126,CollgCr,Duplex,3676.0,2.0,185000
1483,3,1978,5,2Story,2.0,2364,NPkVill,TwnhsE,2311.0,2.5,138000
1484,3,1993,7,2Story,1.0,3600,OldTown,1Fam,2052.0,1.0,114504
1485,3,1950,4,1.5Fin,1.0,8741,Edwards,1Fam,2222.0,1.5,113000
1486,3,2007,8,1.5Fin,1.0,5436,IDOTRR,1Fam,1950.0,1.0,125500
1487,3,2001,8,SLvl,2.0,14149,Sawyer,1Fam,2000.0,2.0,165000
1488,3,1950,4,1.5Fin,1.0,5000,OldTown,1Fam,1980.0,1.0,79000
1489,2,2005,5,2Story,2.0,2544,Somerst,Twnhs,1836.0,2.5,152000
1490,3,1950,7,1.5Fin,2.0,5000,BrkSide,1Fam,2668.0,2.0,159000
1491,3,1960,5,1Story,1.0,12493,NAmes,1Fam,2200.0,1.0,141000
1492,3,1964,6,1Story,2.0,10368,NAmes,1Fam,2496.0,1.5,167000
1493,3,1950,6,1.5Fin,1.0,6360,BrkSide,1Fam,2288.0,1.5,132000
1494,3,1991,5,1Story,2.0,10357,SawyerW,1Fam,2352.0,2.0,179900
1495,3,1967,5,1Story,1.0,9819,Sawyer,1Fam,1782.0,1.0,122000
1496,3,1963,6,1Story,1.0,7936,NAmes,1Fam,2090.0,1.0,127000
1497,2,2002,5,1Story,2.0,8773,NAmes,TwnhsE,2906.0,2.0,190000
1498,2,1980,5,SFoyer,2.0,11235,Sawyer,1Fam,2872.0,1.0,158450
1499,3,1999,6,SLvl,2.0,12886,Sawyer,1Fam,1984.0,2.0,175000
1500,3,2007,5,1Story,3.0,14892,Gilbert,1Fam,3492.0,2.0,377500
1501,4,1950,5,1.5Fin,2.0,6240,BrkSide,1Fam,2464.0,2.0,138400
1502,3,2005,5,1Story,2.0,11645,CollgCr,1Fam,3468.0,2.0,260000
1503,2,2007,5,1Story,3.0,14977,NridgHt,1Fam,3952.0,2.0,440000
1504,3,2001,5,1Story,2.0,9100,CollgCr,1Fam,2424.0,2.0,178000
1505,3,1968,5,1Story,1.0,8400,NAmes,1Fam,2104.0,1.5,138500
1506,3,1962,5,1Story,2.0,7420,Sawyer,1Fam,2114.0,1.0,132000
1507,5,1953,5,1.5Fin,1.0,9525,Edwards,1Fam,2609.0,1.5,149900
1508,3,1950,7,1.5Fin,1.0,7425,BrkSide,1Fam,2340.0,1.5,108000
1509,3,1975,6,1Story,1.0,7990,CollgCr,1Fam,1848.0,1.0,110000
1510,2,1980,6,2Story,2.0,1300,Blueste,TwnhsE,1790.0,1.5,124000
1511,1,1956,6,1.5Unf,0.0,5500,OldTown,1Fam,1764.0,1.0,103200
1512,2,2007,5,1Story,2.0,3606,Somerst,TwnhsE,2704.0,2.0,194000
1513,3,1968,5,1Story,1.0,8978,Sawyer,1Fam,1896.0,1.0,108000
1514,2,1961,5,1Story,1.0,9079,Sawyer,1Fam,1728.0,1.0,122000
1515,2,1981,5,1.5Fin,1.0,1700,ClearCr,Twnhs,1990.0,2.5,148400
1516,3,1958,3,1Story,1.0,9571,Edwards,1Fam,2552.0,1.0,60000
1517,3,1994,5,1Story,2.0,9938,SawyerW,1Fam,3228.0,2.5,226500
1518,1,1950,3,1Story,1.0,9000,IDOTRR,1Fam,960.0,0.0,35311
1519,4,1975,5,SFoyer,0.0,7840,Edwards,Duplex,1988.0,2.0,127500
1520,3,1984,6,1Story,2.0,12395,Mitchel,1Fam,1753.0,1.0,137500
1521,3,1977,6,SLvl,2.0,9638,Edwards,1Fam,2146.0,1.0,147000
1522,4,2005,5,2Story,3.0,13418,NridgHt,1Fam,3569.0,3.5,309000
1523,3,2009,9,1Story,2.0,17597,Crawfor,1Fam,4168.0,2.0,315000
1524,2,2008,8,1Story,2.0,8872,NAmes,1Fam,1824.0,1.0,147000
1525,1,2006,5,1Story,3.0,3982,Blmngtn,TwnhsE,3087.0,2.0,264561
1526,3,1955,5,SLvl,2.0,7134,NAmes,1Fam,1744.0,1.0,130000
1527,3,2000,5,2Story,2.0,2117,Somerst,Twnhs,2281.0,2.5,177000
1528,4,1950,7,1.5Fin,0.0,8155,IDOTRR,1Fam,1980.0,1.0,119000
1529,2,2004,5,1Story,1.0,5500,SWISU,1Fam,2146.0,2.0,157000
1530,3,1968,5,1Story,1.0,11553,Sawyer,1Fam,2210.0,1.5,158000
1531,4,1955,4,1.5Fin,1.0,7150,NAmes,1Fam,2730.0,1.0,115000
1532,2,1977,5,1Story,1.0,6285,Sawyer,1Fam,1788.0,1.0,120750
1533,3,2000,5,2Story,2.0,7500,Somerst,1Fam,2488.0,2.5,216000
1534,3,1970,5,2Story,1.0,2001,MeadowV,Twnhs,1638.0,1.5,75000
1535,3,1974,5,1Story,2.0,19508,Veenker,1Fam,2860.0,2.0,192000
1536,3,1978,6,SLvl,2.0,7176,Sawyer,1Fam,2000.0,1.0,160500
1537,3,2007,5,1Story,3.0,10652,CollgCr,1Fam,2988.0,2.0,279500
1538,3,1963,6,SFoyer,2.0,11235,Sawyer,1Fam,2056.0,1.0,148000
1539,3,2005,7,1Story,1.0,10265,Sawyer,1Fam,1984.0,1.0,145000
1540,5,1993,7,2Story,3.0,14541,NoRidge,1Fam,3858.0,2.5,310000
1541,3,1963,5,SLvl,1.0,10184,NAmes,1Fam,2229.0,1.0,165000
1542,4,2005,7,2Story,3.0,46589,NoRidge,1Fam,4077.0,2.5,402000
1543,3,2005,5,2Story,3.0,10625,Somerst,1Fam,2984.0,2.5,250000
1544,1,1970,6,SFoyer,0.0,1470,MeadowV,Twnhs,1260.0,1.0,73000
1545,4,1974,5,2Story,0.0,9000,NAmes,Duplex,2688.0,3.0,136000
1546,2,2005,5,1Story,2.0,5911,NridgHt,TwnhsE,3125.0,2.0,282500
1547,2,2006,5,1Story,3.0,8987,Somerst,1Fam,3190.0,2.0,221500
1548,4,1996,5,1Story,2.0,17871,Crawfor,1Fam,3360.0,2.0,170000
1549,3,1967,4,1Story,2.0,11500,NAmes,1Fam,2080.0,1.0,163000
1550,4,1995,5,2Story,3.0,12257,NoRidge,1Fam,3849.0,2.5,290000
1551,4,1997,5,2Story,3.0,9044,NoRidge,1Fam,3863.0,2.5,330000
1552,2,1973,5,2Story,1.0,1680,BrDale,Twnhs,1470.0,1.5,111000
1553,3,1999,5,2Story,2.0,9468,CollgCr,1Fam,2595.0,2.5,214000
1554,3,1953,6,1Story,2.0,9373,NAmes,1Fam,2304.0,1.5,137500
1555,3,2003,5,2Story,2.0,7000,Somerst,1Fam,2810.0,2.5,240900
1556,3,1992,5,2Story,2.0,10186,NoRidge,1Fam,2673.0,2.5,190000
1557,3,2002,5,1Story,3.0,11664,CollgCr,1Fam,3180.0,2.0,250000
1558,3,2004,8,1Story,2.0,10768,Veenker,1Fam,2874.0,2.0,218000
1559,3,1993,6,2Story,2.0,10530,NWAmes,1Fam,3223.0,2.5,255000
1560,3,2006,5,1Story,3.0,14859,Gilbert,1Fam,3340.0,2.0,240000
1561,3,2007,5,1Story,3.0,10481,CollgCr,1Fam,4280.0,2.5,360000
1562,3,1999,8,SLvl,2.0,9350,NAmes,1Fam,2484.0,2.0,179900
1563,3,1994,6,1.5Fin,0.0,18030,ClearCr,1Fam,4205.0,3.0,200500
1564,2,1950,6,1.5Fin,0.0,5925,OldTown,1Fam,1568.0,1.0,37900
1565,2,2001,5,1Story,2.0,6718,Timber,1Fam,2579.0,2.0,180500
1566,6,2000,5,2Story,4.0,11855,SawyerW,Duplex,3955.0,5.0,269500
1567,3,2003,5,2Story,2.0,12394,Gilbert,1Fam,2580.0,2.5,225000
1568,3,1950,7,1.5Fin,2.0,7000,IDOTRR,1Fam,1935.0,1.0,141000
1569,3,2008,5,1Story,3.0,10367,NridgHt,1Fam,3482.0,2.0,335000
1570,3,2004,8,1Story,1.0,15240,CollgCr,1Fam,2052.0,1.5,150000
1571,0,1987,5,1Story,3.0,50271,Veenker,1Fam,3684.0,0.5,385000
1572,3,1990,6,2Story,2.0,13600,NAmes,1Fam,2754.0,2.5,205000
1573,2,2006,5,1Story,2.0,6762,CollgCr,1Fam,2395.0,2.0,206000
1574,3,2004,5,1Story,2.0,8500,CollgCr,1Fam,2844.0,2.0,179600
1575,2,1951,5,1Story,2.0,8877,Edwards,1Fam,2056.0,1.0,102000
1576,3,1977,6,1Story,2.0,15611,NWAmes,1Fam,2252.0,2.0,175000
1577,2,2001,5,1Story,2.0,13300,NAmes,1Fam,2399.0,1.0,159000
1578,3,1976,6,1Story,2.0,6500,Edwards,1Fam,2254.0,1.5,135000
1579,4,1972,4,1.5Fin,1.0,9525,Edwards,1Fam,2849.0,2.0,136900
1580,3,1994,7,1Story,1.0,6993,Sawyer,1Fam,2148.0,1.0,135000
1581,3,1999,5,2Story,3.0,9430,NoRidge,1Fam,3617.0,2.5,337000
1582,4,1984,7,2Story,2.0,11029,NWAmes,1Fam,3708.0,2.5,250000
1583,4,1996,5,2Story,3.0,14311,NWAmes,1Fam,3576.0,2.5,306000
1584,3,1988,5,1Story,0.0,10800,Edwards,Duplex,2400.0,3.0,179000
1585,2,2007,5,2Story,2.0,3604,Somerst,TwnhsE,2081.0,2.0,146000
1586,3,1950,5,1.5Fin,2.0,10320,IDOTRR,1Fam,3318.0,1.5,161000
1587,3,2001,7,1Story,2.0,10603,NWAmes,1Fam,3220.0,2.0,205000
1588,2,1986,6,1Story,2.0,4084,Timber,TwnhsE,2778.0,2.0,241500
1589,3,1961,5,1Story,1.0,7943,Sawyer,1Fam,2058.0,1.0,118500
1590,3,1958,4,SLvl,1.0,6930,ClearCr,1Fam,2414.0,1.0,130000
1591,2,1950,8,1Story,2.0,7200,OldTown,1Fam,1880.0,1.0,130000
